order_id,customer_id,order_date,order_time,item_serial,box_type,delivery_region,distance_(miles),order_week,order_month,order_year,financial_quarter
1097402,100131,2021-08-31,03:36,62413,small,greater_london,18,35,August,2021,Q3
1097407,340168,2021-09-01,04:39,52435,small,south_west,229,35,September,2021,Q3
1097408,855397,2021-09-01,08:49,95030,large,south_east,55,35,September,2021,Q3
1097409,310537,2021-09-01,19:05,66935,small,greater_london,33,35,September,2021,Q3
1097410,579038,2021-09-01,19:06,2288,small,south_east,58,35,September,2021,Q3
1097411,670856,2021-09-01,23:59,96344,large,north_wales,176,35,September,2021,Q3
1097412,109212,2021-09-02,13:37,83299,large,greater_london,38,35,September,2021,Q3
1097413,390110,2021-09-03,01:01,87150,large,west_midlands,116,35,September,2021,Q3
1097414,103222,2021-09-03,09:44,88248,large,east_midlands,113,35,September,2021,Q3
1097415,887615,2021-09-03,23:20,62777,small,greater_london,45,35,September,2021,Q3
1097416,992504,2021-09-04,10:00,12345,small,south_west,173,35,September,2021,Q3
1097417,444925,2021-09-04,13:52,53210,small,south_east,72,35,September,2021,Q3
1097418,742017,2021-09-04,21:23,99277,large,greater_london,47,35,September,2021,Q3
1097420,100131,2021-09-05,23:14,5082,small,west_midlands,92,35,September,2021,Q3
1097419,687146,2021-09-05,09:10,78280,large,greater_london,25,35,September,2021,Q3
1097421,282617,2021-09-06,00:23,40248,small,east_midlands,62,36,September,2021,Q3
1097422,373722,2021-09-06,13:58,53798,small,south_east,69,36,September,2021,Q3
1097423,808863,2021-09-06,22:34,14588,small,west_midlands,116,36,September,2021,Q3
1097424,666133,2021-09-07,10:17,60868,small,south_east,42,36,September,2021,Q3
1097425,930292,2021-09-08,01:06,88231,large,greater_london,13,36,September,2021,Q3
1097426,453405,2021-09-08,14:39,83346,large,greater_london,11,36,September,2021,Q3
1097427,564119,2021-09-08,18:51,70318,small,greater_london,40,36,September,2021,Q3
1097428,158729,2021-09-09,06:30,38279,small,north_east,293,36,September,2021,Q3
1097429,110818,2021-09-09,21:22,743,small,north_east,222,36,September,2021,Q3
1097430,104011,2021-09-10,08:41,7814,small,greater_london,11,36,September,2021,Q3
1097431,929724,2021-09-10,13:57,29006,small,east_midlands,103,36,September,2021,Q3
1097432,505799,2021-09-10,14:22,96394,large,greater_london,34,36,September,2021,Q3
1097433,847225,2021-09-10,23:25,61451,small,west_midlands,120,36,September,2021,Q3
1097435,731076,2021-09-11,08:59,6327,small,south_east,42,36,September,2021,Q3
1097434,882324,2021-09-11,05:11,61716,small,west_midlands,126,36,September,2021,Q3
1097436,103222,2021-09-12,00:13,29448,small,greater_london,40,36,September,2021,Q3
1097437,118733,2021-09-12,07:47,71739,small,south_wales,249,36,September,2021,Q3
1097438,568609,2021-09-12,23:24,63979,small,greater_london,34,36,September,2021,Q3
1097439,440735,2021-09-13,00:37,19843,small,south_east,48,37,September,2021,Q3
1097440,723478,2021-09-13,09:15,59566,small,south_west,142,37,September,2021,Q3
1097441,434870,2021-09-13,17:07,17069,small,west_midlands,99,37,September,2021,Q3
1097442,104011,2021-09-13,21:35,10526,small,east_midlands,74,37,September,2021,Q3
1097443,781455,2021-09-13,23:07,76145,large,south_west,256,37,September,2021,Q3
1097444,104011,2021-09-14,07:29,95210,large,east_midlands,99,37,September,2021,Q3
1097445,211530,2021-09-14,19:48,31487,small,south_wales,226,37,September,2021,Q3
1097446,701563,2021-09-15,11:07,72309,small,south_west,177,37,September,2021,Q3
1097449,336574,2021-09-16,15:41,31470,small,greater_london,42,37,September,2021,Q3
1097447,274079,2021-09-16,02:19,47001,small,south_wales,232,37,September,2021,Q3
1097448,166405,2021-09-16,08:17,28328,small,south_east,46,37,September,2021,Q3
1097451,469826,2021-09-17,13:09,92890,large,east_midlands,109,37,September,2021,Q3
1097450,477001,2021-09-17,04:39,36981,small,south_west,150,37,September,2021,Q3
1097452,987448,2021-09-18,04:37,29739,small,east_midlands,111,37,September,2021,Q3
1097453,587895,2021-09-18,14:03,91411,large,greater_london,44,37,September,2021,Q3
1097454,574431,2021-09-19,03:36,48620,small,north_wales,194,37,September,2021,Q3
1097455,186526,2021-09-19,14:23,39089,small,greater_london,34,37,September,2021,Q3
1097456,751898,2021-09-19,20:27,5846,small,greater_london,35,37,September,2021,Q3
1097457,103222,2021-09-19,23:13,68671,small,north_wales,175,37,September,2021,Q3
1097458,104011,2021-09-20,01:50,42675,small,south_west,198,38,September,2021,Q3
1097459,137125,2021-09-20,13:54,29018,small,north_wales,201,38,September,2021,Q3
1097460,979989,2021-09-20,22:42,34041,small,south_east,61,38,September,2021,Q3
1097461,748846,2021-09-21,08:07,3002,small,south_east,77,38,September,2021,Q3
1097462,228367,2021-09-21,14:52,67775,small,south_west,214,38,September,2021,Q3
1097463,271548,2021-09-22,02:00,48025,small,greater_london,12,38,September,2021,Q3
1097464,326303,2021-09-22,09:39,66973,small,south_east,76,38,September,2021,Q3
1097469,799995,2021-09-23,22:21,66425,small,east_midlands,69,38,September,2021,Q3
1097468,182113,2021-09-23,20:39,97044,large,east_midlands,54,38,September,2021,Q3
1097465,123553,2021-09-23,00:55,99671,large,south_east,61,38,September,2021,Q3
1097466,135532,2021-09-23,03:21,74471,small,north_wales,176,38,September,2021,Q3
1097467,443556,2021-09-23,07:32,1841,small,south_wales,155,38,September,2021,Q3
1097470,933035,2021-09-24,03:00,5666,small,south_west,268,38,September,2021,Q3
1097471,440376,2021-09-24,18:15,42516,small,east_midlands,88,38,September,2021,Q3
1097472,284020,2021-09-25,06:11,22538,small,south_west,183,38,September,2021,Q3
1097473,594611,2021-09-25,07:47,79541,large,south_west,285,38,September,2021,Q3
1097474,144910,2021-09-25,13:41,43892,small,west_midlands,115,38,September,2021,Q3
1097475,564108,2021-09-26,01:35,293,small,south_east,51,38,September,2021,Q3
1097476,104011,2021-09-26,15:13,54761,small,south_wales,183,38,September,2021,Q3
1097477,802137,2021-09-27,04:31,27501,small,south_west,152,39,September,2021,Q3
1097478,324723,2021-09-27,12:41,25768,small,greater_london,47,39,September,2021,Q3
1097479,642730,2021-09-28,02:25,15479,small,south_wales,238,39,September,2021,Q3
1097480,647482,2021-09-28,13:07,63475,small,greater_london,11,39,September,2021,Q3
1097484,897042,2021-09-29,20:08,17374,small,north_wales,177,39,September,2021,Q3
1097483,250735,2021-09-29,15:23,584,small,greater_london,35,39,September,2021,Q3
1097482,100131,2021-09-29,04:04,47050,small,greater_london,45,39,September,2021,Q3
1097481,195492,2021-09-29,00:07,28580,small,greater_london,32,39,September,2021,Q3
1097485,340798,2021-09-30,11:24,65633,small,south_west,235,39,September,2021,Q3
1097486,495112,2021-09-30,19:49,25656,small,south_east,72,39,September,2021,Q3
1097487,954662,2021-10-01,09:23,92928,large,south_wales,249,39,October,2021,Q4
1097488,345552,2021-10-01,13:06,97653,large,greater_london,49,39,October,2021,Q4
1097489,441355,2021-10-01,15:24,20865,small,south_east,74,39,October,2021,Q4
1097490,924816,2021-10-02,02:10,36712,small,greater_london,37,39,October,2021,Q4
1097491,592179,2021-10-02,08:53,26848,small,west_midlands,122,39,October,2021,Q4
1097492,195147,2021-10-02,20:26,33089,small,south_east,46,39,October,2021,Q4
1097493,104011,2021-10-03,01:59,79792,large,greater_london,40,39,October,2021,Q4
1097494,841438,2021-10-03,08:05,3329,small,north_east,263,39,October,2021,Q4
1097495,166856,2021-10-03,21:14,48128,small,south_wales,201,39,October,2021,Q4
1097498,536345,2021-10-04,22:47,98445,large,south_east,69,40,October,2021,Q4
1097496,177073,2021-10-04,00:13,59911,small,south_west,136,40,October,2021,Q4
1097497,103222,2021-10-04,13:31,49981,small,greater_london,39,40,October,2021,Q4
1097499,724453,2021-10-05,03:27,98892,large,south_west,87,40,October,2021,Q4
1097500,966428,2021-10-05,12:13,66029,small,greater_london,9,40,October,2021,Q4
1097501,570584,2021-10-05,18:59,26871,small,greater_london,11,40,October,2021,Q4
1097502,829786,2021-10-06,01:34,20290,small,south_west,66,40,October,2021,Q4
1097503,104011,2021-10-06,14:07,14664,small,south_west,284,40,October,2021,Q4
1097504,104011,2021-10-06,14:45,25057,small,greater_london,36,40,October,2021,Q4
1097505,597307,2021-10-06,23:21,2141,small,east_midlands,79,40,October,2021,Q4
1097506,575932,2021-10-07,13:21,79452,large,south_east,70,40,October,2021,Q4
1097507,950030,2021-10-07,13:48,82279,large,south_east,80,40,October,2021,Q4
1097508,267225,2021-10-07,19:50,4615,small,west_midlands,131,40,October,2021,Q4
1097511,738231,2021-10-08,19:47,67105,small,north_east,238,40,October,2021,Q4
1097510,419297,2021-10-08,08:34,44277,small,east_midlands,112,40,October,2021,Q4
1097509,441378,2021-10-08,04:05,55535,small,greater_london,45,40,October,2021,Q4
1097512,100131,2021-10-09,11:01,63524,small,south_west,299,40,October,2021,Q4
1097513,850229,2021-10-09,23:27,95160,large,greater_london,8,40,October,2021,Q4
1097514,369693,2021-10-10,08:11,43442,small,east_midlands,46,40,October,2021,Q4
1097515,640902,2021-10-10,09:07,69531,small,south_west,281,40,October,2021,Q4
1097516,482013,2021-10-10,17:23,57248,small,south_east,51,40,October,2021,Q4
1097517,252501,2021-10-10,22:31,1414,small,south_east,49,40,October,2021,Q4
1097518,718177,2021-10-11,10:35,4996,small,north_east,178,41,October,2021,Q4
1097519,985688,2021-10-12,00:31,32511,small,south_east,53,41,October,2021,Q4
1097520,166211,2021-10-12,02:59,60668,small,north_east,275,41,October,2021,Q4
1097521,118159,2021-10-12,15:39,98018,large,south_wales,149,41,October,2021,Q4
1097522,945977,2021-10-12,17:37,73655,small,north_wales,267,41,October,2021,Q4
1097524,723756,2021-10-13,15:43,34960,small,greater_london,45,41,October,2021,Q4
1097523,142703,2021-10-13,06:02,90882,large,south_east,74,41,October,2021,Q4
1097527,127729,2021-10-14,12:41,968,small,east_midlands,96,41,October,2021,Q4
1097528,766728,2021-10-14,18:30,15376,small,north_east,186,41,October,2021,Q4
1097525,698402,2021-10-14,04:49,18433,small,south_east,70,41,October,2021,Q4
1097526,888790,2021-10-14,09:49,89698,large,greater_london,33,41,October,2021,Q4
1097529,125356,2021-10-15,09:01,4092,small,west_midlands,122,41,October,2021,Q4
1097530,719146,2021-10-15,09:20,25649,small,south_west,67,41,October,2021,Q4
1097531,520718,2021-10-15,17:35,34603,small,greater_london,50,41,October,2021,Q4
1097532,863893,2021-10-15,20:36,82129,large,greater_london,20,41,October,2021,Q4
1097533,760176,2021-10-15,22:29,60899,small,west_midlands,147,41,October,2021,Q4
1097534,351908,2021-10-16,11:42,23420,small,south_east,50,41,October,2021,Q4
1097535,369643,2021-10-16,23:23,4229,small,south_east,58,41,October,2021,Q4
1097536,643359,2021-10-17,03:59,874,small,south_east,47,41,October,2021,Q4
1097537,832523,2021-10-17,09:01,29671,small,south_east,44,41,October,2021,Q4
1097538,740875,2021-10-17,10:31,77041,large,south_west,217,41,October,2021,Q4
1097539,636229,2021-10-17,22:51,40270,small,greater_london,39,41,October,2021,Q4
1097540,741086,2021-10-18,10:42,19016,small,east_midlands,112,42,October,2021,Q4
1097541,104011,2021-10-18,21:33,94677,large,greater_london,18,42,October,2021,Q4
1097543,778270,2021-10-19,19:06,2064,small,north_east,294,42,October,2021,Q4
1097542,631712,2021-10-19,10:54,90098,large,west_midlands,136,42,October,2021,Q4
1097544,664074,2021-10-20,05:01,61562,small,north_east,274,42,October,2021,Q4
1097545,104011,2021-10-20,18:07,2341,small,south_west,79,42,October,2021,Q4
1097546,667025,2021-10-21,08:56,79828,large,greater_london,44,42,October,2021,Q4
1097547,103222,2021-10-21,15:43,71274,small,south_west,201,42,October,2021,Q4
1097548,100135,2021-10-21,19:10,32366,small,south_west,284,42,October,2021,Q4
1097549,193400,2021-10-21,23:40,77609,large,greater_london,43,42,October,2021,Q4
1097550,223780,2021-10-22,01:36,11854,small,greater_london,5,42,October,2021,Q4
1097551,569605,2021-10-22,08:12,71813,small,south_wales,232,42,October,2021,Q4
1097552,416376,2021-10-22,13:27,18971,small,south_east,53,42,October,2021,Q4
1097553,331680,2021-10-22,18:49,46604,small,south_east,44,42,October,2021,Q4
1097554,736749,2021-10-23,07:09,82653,large,north_east,257,42,October,2021,Q4
1097555,927679,2021-10-23,18:40,88325,large,south_east,78,42,October,2021,Q4
1097556,492706,2021-10-23,19:33,4106,small,west_midlands,93,42,October,2021,Q4
1097559,929990,2021-10-24,20:29,38599,small,greater_london,43,42,October,2021,Q4
1097557,261284,2021-10-24,08:32,21857,small,south_east,72,42,October,2021,Q4
1097558,986692,2021-10-24,15:13,35339,small,north_east,191,42,October,2021,Q4
1097560,461010,2021-10-25,12:19,4368,small,east_midlands,74,43,October,2021,Q4
1097561,103222,2021-10-25,18:49,85174,large,greater_london,35,43,October,2021,Q4
1097562,708688,2021-10-26,06:33,94389,large,south_east,41,43,October,2021,Q4
1097563,362492,2021-10-26,07:35,84961,large,south_wales,222,43,October,2021,Q4
1097564,383564,2021-10-26,15:31,99411,large,west_midlands,132,43,October,2021,Q4
1097565,611656,2021-10-26,22:07,99409,large,north_wales,140,43,October,2021,Q4
1097566,677977,2021-10-27,09:53,19021,small,greater_london,21,43,October,2021,Q4
1097567,988801,2021-10-28,01:37,39207,small,greater_london,42,43,October,2021,Q4
1097568,726749,2021-10-28,06:47,49998,small,greater_london,38,43,October,2021,Q4
1097569,895325,2021-10-28,10:08,86682,large,greater_london,28,43,October,2021,Q4
1097570,472825,2021-10-28,13:07,3726,small,greater_london,26,43,October,2021,Q4
1097573,950794,2021-10-29,15:49,58117,small,north_wales,247,43,October,2021,Q4
1097574,986430,2021-10-29,20:53,12193,small,east_midlands,92,43,October,2021,Q4
1097572,163831,2021-10-29,10:52,26033,small,east_midlands,99,43,October,2021,Q4
1097571,492555,2021-10-29,00:08,61766,small,south_east,48,43,October,2021,Q4
1097575,103222,2021-10-30,00:26,4001,small,south_east,57,43,October,2021,Q4
1097576,958075,2021-10-30,05:11,99920,large,greater_london,28,43,October,2021,Q4
1097577,438153,2021-10-30,14:55,45532,small,south_east,64,43,October,2021,Q4
1097578,816788,2021-10-31,01:56,82900,large,east_midlands,77,43,October,2021,Q4
1097579,749093,2021-10-31,03:17,84210,large,south_east,58,43,October,2021,Q4
1097580,780180,2021-10-31,14:48,53753,small,south_west,183,43,October,2021,Q4
1097581,497583,2021-10-31,15:25,15200,small,south_east,65,43,October,2021,Q4
1097582,995819,2021-11-01,00:59,55437,small,south_east,55,44,November,2021,Q4
1097583,677520,2021-11-01,11:48,94856,large,west_midlands,104,44,November,2021,Q4
1097584,106379,2021-11-01,22:28,31285,small,south_east,53,44,November,2021,Q4
1097586,512057,2021-11-02,12:19,55933,small,east_midlands,66,44,November,2021,Q4
1097587,944214,2021-11-02,15:09,6164,small,south_wales,249,44,November,2021,Q4
1097585,295659,2021-11-02,10:54,61779,small,greater_london,7,44,November,2021,Q4
1097590,202980,2021-11-03,12:18,18060,small,south_east,78,44,November,2021,Q4
1097591,350599,2021-11-03,19:55,47662,small,east_midlands,56,44,November,2021,Q4
1097588,694621,2021-11-03,03:36,99493,large,south_west,155,44,November,2021,Q4
1097589,101320,2021-11-03,06:01,11010,small,greater_london,25,44,November,2021,Q4
1097592,321705,2021-11-04,10:35,40983,small,south_west,102,44,November,2021,Q4
1097593,114082,2021-11-04,23:46,77052,large,south_west,193,44,November,2021,Q4
1097594,493462,2021-11-05,13:23,6373,small,east_midlands,84,44,November,2021,Q4
1097595,767759,2021-11-05,20:18,30109,small,west_midlands,141,44,November,2021,Q4
1097596,179003,2021-11-06,11:57,64049,small,greater_london,30,44,November,2021,Q4
1097597,441733,2021-11-06,18:09,21597,small,east_midlands,69,44,November,2021,Q4
1097598,880439,2021-11-07,05:31,8585,small,greater_london,15,44,November,2021,Q4
1097599,330317,2021-11-07,20:45,75186,large,east_midlands,106,44,November,2021,Q4
1097600,398046,2021-11-08,10:35,8253,small,south_east,58,45,November,2021,Q4
1097601,645060,2021-11-09,00:35,53621,small,greater_london,42,45,November,2021,Q4
1097602,951199,2021-11-09,12:46,22344,small,greater_london,36,45,November,2021,Q4
1097606,578950,2021-11-10,21:05,95745,large,south_east,40,45,November,2021,Q4
1097605,617225,2021-11-10,10:43,39751,small,south_east,80,45,November,2021,Q4
1097603,703072,2021-11-10,01:47,58005,small,east_midlands,74,45,November,2021,Q4
1097604,323007,2021-11-10,08:57,22698,small,east_midlands,116,45,November,2021,Q4
1097607,592331,2021-11-11,08:13,58706,small,greater_london,17,45,November,2021,Q4
1097608,833882,2021-11-11,16:45,8752,small,greater_london,24,45,November,2021,Q4
1097609,156857,2021-11-11,20:45,33846,small,east_midlands,89,45,November,2021,Q4
1097610,384081,2021-11-12,06:06,29944,small,south_east,80,45,November,2021,Q4
1097611,651225,2021-11-12,12:29,29435,small,south_east,58,45,November,2021,Q4
1097613,475476,2021-11-13,19:47,78227,large,greater_london,23,45,November,2021,Q4
1097612,830903,2021-11-13,04:18,95082,large,greater_london,30,45,November,2021,Q4
1097614,543915,2021-11-13,22:07,58573,small,south_west,178,45,November,2021,Q4
1097615,671637,2021-11-14,05:39,38413,small,south_west,281,45,November,2021,Q4
1097616,859647,2021-11-14,14:51,60229,small,greater_london,9,45,November,2021,Q4
1097619,623481,2021-11-15,22:39,16831,small,greater_london,5,46,November,2021,Q4
1097620,604438,2021-11-15,22:47,95476,large,north_east,188,46,November,2021,Q4
1097617,103222,2021-11-15,00:20,93704,large,south_east,49,46,November,2021,Q4
1097618,956893,2021-11-15,08:26,78227,large,greater_london,10,46,November,2021,Q4
1097622,121404,2021-11-16,12:05,15111,small,south_west,235,46,November,2021,Q4
1097621,674458,2021-11-16,11:32,83348,large,greater_london,16,46,November,2021,Q4
1097623,100131,2021-11-17,00:35,12567,small,greater_london,46,46,November,2021,Q4
1097624,840290,2021-11-17,08:39,83354,large,west_midlands,150,46,November,2021,Q4
1097625,774042,2021-11-18,00:39,50717,small,south_east,44,46,November,2021,Q4
1097626,271063,2021-11-18,13:27,1444,small,greater_london,6,46,November,2021,Q4
1097627,127616,2021-11-19,01:47,55513,small,south_west,168,46,November,2021,Q4
1097628,611341,2021-11-19,11:37,90699,large,greater_london,14,46,November,2021,Q4
1097629,409816,2021-11-20,01:55,2036,small,west_midlands,152,46,November,2021,Q4
1097630,739142,2021-11-20,03:13,65896,small,south_east,48,46,November,2021,Q4
1097631,103222,2021-11-20,07:05,17839,small,south_east,41,46,November,2021,Q4
1097632,666800,2021-11-20,23:05,27219,small,south_west,147,46,November,2021,Q4
1097633,209398,2021-11-20,23:43,43622,small,greater_london,31,46,November,2021,Q4
1097634,935464,2021-11-21,07:06,60409,small,south_east,78,46,November,2021,Q4
1097635,697962,2021-11-21,09:29,17357,small,south_wales,166,46,November,2021,Q4
1097636,540811,2021-11-21,18:33,15071,small,south_east,44,46,November,2021,Q4
1097639,116873,2021-11-22,16:41,51397,small,greater_london,23,47,November,2021,Q4
1097637,326915,2021-11-22,02:37,28436,small,south_west,210,47,November,2021,Q4
1097638,856055,2021-11-22,02:41,70565,small,greater_london,30,47,November,2021,Q4
1097640,904061,2021-11-23,08:21,91070,large,greater_london,43,47,November,2021,Q4
1097641,930061,2021-11-23,13:55,93005,large,greater_london,20,47,November,2021,Q4
1097642,712616,2021-11-23,20:53,81685,large,greater_london,41,47,November,2021,Q4
1097643,800718,2021-11-24,12:26,18064,small,south_east,73,47,November,2021,Q4
1097644,110427,2021-11-24,15:51,78340,large,greater_london,8,47,November,2021,Q4
1097645,736318,2021-11-24,19:49,79505,large,south_wales,242,47,November,2021,Q4
1097646,570375,2021-11-25,03:09,22320,small,south_west,57,47,November,2021,Q4
1097647,829928,2021-11-25,06:49,11528,small,south_east,49,47,November,2021,Q4
1097648,830783,2021-11-25,20:11,20950,small,south_east,67,47,November,2021,Q4
1097649,980000,2021-11-25,22:49,97766,large,east_midlands,68,47,November,2021,Q4
1097651,104901,2021-11-26,18:52,88696,large,east_midlands,54,47,November,2021,Q4
1097650,554520,2021-11-26,14:01,71302,small,south_east,41,47,November,2021,Q4
1097654,178256,2021-11-27,16:25,58516,small,south_east,49,47,November,2021,Q4
1097652,299703,2021-11-27,09:24,40365,small,south_wales,165,47,November,2021,Q4
1097653,124103,2021-11-27,12:47,99735,large,west_midlands,90,47,November,2021,Q4
1097655,325601,2021-11-28,05:20,1202,small,south_west,161,47,November,2021,Q4
1097656,712555,2021-11-28,14:07,25385,small,south_west,249,47,November,2021,Q4
1097657,274822,2021-11-29,03:57,21170,small,south_east,68,48,November,2021,Q4
1097658,996096,2021-11-29,19:46,96533,large,south_east,41,48,November,2021,Q4
1097659,948682,2021-11-30,08:22,80437,large,north_wales,270,48,November,2021,Q4
1097660,378244,2021-11-30,23:04,44826,small,greater_london,45,48,November,2021,Q4
1097661,449457,2021-12-01,13:06,58989,small,greater_london,24,48,December,2021,Q4
1097662,123998,2021-12-02,06:33,16834,small,greater_london,44,48,December,2021,Q4
1097663,103222,2021-12-02,14:56,27709,small,greater_london,40,48,December,2021,Q4
1097664,596569,2021-12-03,05:09,21572,small,greater_london,8,48,December,2021,Q4
1097665,484953,2021-12-03,16:15,42258,small,south_west,69,48,December,2021,Q4
1097666,104011,2021-12-03,19:56,25289,small,greater_london,32,48,December,2021,Q4
1097667,468276,2021-12-04,03:41,58958,small,south_west,198,48,December,2021,Q4
1097668,630924,2021-12-04,07:03,11394,small,south_east,64,48,December,2021,Q4
1097671,103222,2021-12-05,19:30,41972,small,south_west,224,48,December,2021,Q4
1097669,653872,2021-12-05,02:33,33082,small,greater_london,5,48,December,2021,Q4
1097670,428776,2021-12-05,17:00,69982,small,greater_london,13,48,December,2021,Q4
1097672,985188,2021-12-06,19:04,1898,small,south_east,55,49,December,2021,Q4
1097673,555833,2021-12-07,08:14,60992,small,south_east,64,49,December,2021,Q4
1097674,344932,2021-12-07,20:38,1458,small,south_west,122,49,December,2021,Q4
1097675,341432,2021-12-08,15:36,70619,small,south_west,125,49,December,2021,Q4
1097676,972736,2021-12-09,14:42,75667,large,west_midlands,104,49,December,2021,Q4
1097677,622376,2021-12-09,21:58,78065,large,south_west,186,49,December,2021,Q4
1097678,482014,2021-12-10,06:53,65137,small,south_wales,154,49,December,2021,Q4
1097679,963348,2021-12-10,21:07,16047,small,south_east,65,49,December,2021,Q4
1097680,784315,2021-12-11,19:48,69915,small,south_east,57,49,December,2021,Q4
1097681,386795,2021-12-12,19:29,11826,small,south_west,113,49,December,2021,Q4
